股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH603045,福达合金,14.23,+0.15,1.07%,-0.14%,628743,8903837.08,0.46%,77.518,,1958332600
SH600292,远达环保,5.67,+0.06,1.07%,1.25%,1577180,8905926.8,0.2%,327.521,0.37%,4427231766
SZ002913,奥士康,25.61,+0.27,1.07%,5.09%,472400,12085511,0.18%,15.598,3.319%,8244420781
SZ001332,锡装股份,61.38,+0.65,1.07%,7.67%,364102,22256728,1.82%,20.273,4.073%,4910400000
SZ301158,德石股份,16,+0.17,1.07%,0.95%,494800,7898982,1.32%,30.741,0.75%,2405928160
SH600004,白云机场,15.18,+0.16,1.07%,1.13%,24646748,376273448.58,1.04%,,,35926783536
SZ002322,理工能科,9.46,+0.1,1.07%,5.94%,2009800,19014123,0.56%,306.002,2.146%,3586739796
SZ300256,ST星星,2.87,+0.03,1.06%,1.41%,6706500,19185864,0.45%,6.656,,6510289018
SZ000938,紫光股份,23.85,+0.25,1.06%,22.25%,23963006,574635091,0.84%,31.207,0.419%,68212904995
SZ000065,北方国际,8.59,+0.09,1.06%,4.12%,4991780,42627851,0.55%,13.653,0.722%,8604683866
SZ002672,东江环保,5.72,+0.06,1.06%,1.24%,1642774,9340610,0.24%,,0.962%,5029407823
SZ300849,锦盛新材,12.43,+0.13,1.06%,3.58%,1302600,16084680,1.46%,,0.805%,1864500000
SZ002331,皖通科技,6.68,+0.07,1.06%,4.05%,2942400,19719927,0.76%,,,2740442939
SH603269,海鸥股份,13.34,+0.14,1.06%,8.02%,1182625,15775897.75,1.05%,25.83,1.649%,1501001672
SH600545,卓郎智能,2.85,+0.03,1.06%,0.71%,3397300,9671633,0.18%,50.003,,5401927036
SZ002171,楚江新材,7.62,+0.08,1.06%,3.67%,6385129,48479819,0.49%,39.164,3.281%,10169145857
SH603669,灵康药业,5.72,+0.06,1.06%,-0.35%,2109139,11976415.82,0.29%,,1.748%,4125482412
SZ000927,中国铁物,2.85,+0.03,1.06%,2.15%,8547379,24201891,0.19%,20.793,,17243507877
SZ002633,申科股份,9.57,+0.1,1.06%,-3.43%,1010300,9765284,0.68%,,,1435500000
SZ301069,凯盛新材,28.6,+0.3,1.06%,3.7%,1457736,41629943,1.04%,50.013,0.874%,12030304000
SH600272,开开实业,9.53,+0.1,1.06%,-0.52%,1931400,18343719,1.21%,48.324,0.283%,2315790000
SH603811,诚意药业,15.22,+0.16,1.06%,8.79%,961500,14578536.88,0.41%,22.923,1.643%,3558265536
SH601928,凤凰传媒,7.64,+0.08,1.06%,-3.54%,6562100,49765379,0.26%,8.046,6.545%,19443036000
SH601138,工业富联,9.53,+0.1,1.06%,3.81%,10884708,103156543.37,0.05%,9.1,5.247%,189261920270
SZ000967,盈峰环境,4.75,+0.05,1.06%,4.63%,2868538,13584627,0.09%,21.854,2.105%,15102651405
SZ002759,天际股份,17.15,+0.18,1.06%,5.67%,3095000,52834678,0.77%,8.329,2.181%,7006676524
SZ301153,中科江南,113.02,+1.18,1.06%,6.18%,1677802,191857490,6.9%,62.135,0.885%,12206160000
SZ300591,万里马,4.77,+0.05,1.06%,-0.21%,2202620,10476382,0.72%,,,1935063916
SH601598,中国外运,3.84,+0.04,1.05%,0%,13892208,53042785.67,0.26%,6.762,7.318%,28243602720
SZ300162,雷曼光电,6.76,+0.07,1.05%,3.05%,2267603,15235045,0.86%,53.564,,2362687803
SZ300350,华鹏飞,4.79,+0.05,1.05%,-1.84%,2997500,14293688,0.64%,,,2696115106
SZ300977,深圳瑞捷,19.28,+0.2,1.05%,3.1%,244850,4704286,0.96%,50.872,2.427%,1970603093
SH600312,平高电气,8.63,+0.09,1.05%,9.1%,9162218,79142123.06,0.68%,80.876,0.185%,11710230897
SH600653,申华控股,1.92,+0.02,1.05%,1.59%,5085984,9701914.02,0.26%,1998,,3737050209
SH603838,四通股份,5.76,+0.06,1.05%,-0.86%,711500,4083532,0.25%,,0.694%,1843292160
SH603629,利通电子,17.27,+0.18,1.05%,-0.58%,478460,8224081.6,0.26%,40.28,0.718%,3143140000
SH600008,首创环保,2.89,+0.03,1.05%,2.12%,19839811,57104003.31,0.27%,5.851,3.46%,21214307057
SZ001965,招商公路,7.72,+0.08,1.05%,-0.64%,2747219,21054598,0.04%,10.38,4.482%,47696243520
SH900926,宝信B,2.99,+0.031,1.05%,-3.39%,615931,1837798.672,0.12%,20.479,3.846%,5908778520
SZ002849,威星智能,20.19,+0.21,1.05%,9.55%,981150,19860056,0.9%,56.929,0.208%,3181857708
SH600789,鲁抗医药,6.74,+0.07,1.05%,-7.16%,10043099,67558735.96,1.13%,65.971,0.742%,5977595033
SH600010,包钢股份,1.93,+0.02,1.05%,0.52%,120363544,231269623.79,0.38%,,0.984%,87979113011
SH600835,上海机电,11.59,+0.12,1.05%,3.3%,1500700,17326894,0.19%,18.476,2.502%,11853548580
SZ000004,ST国华,9.61,+0.1,1.05%,-0.72%,444500,4268206,0.38%,,,1276669357
SZ301151,冠龙节能,17.37,+0.18,1.05%,2.12%,326600,5665876,0.78%,20.1,2.188%,2912502417
SZ300232,洲明科技,5.82,+0.06,1.04%,6.01%,4422894,25689345,0.51%,27.832,0.43%,6367600756
SZ002826,易明医药,10.69,+0.11,1.04%,4.91%,2184200,23251475,1.24%,43.752,0.935%,2038393253
SH688005,容百科技,74.06,+0.76,1.04%,7.72%,3638347,265816988.75,1.3%,26.079,0.275%,33392414606
SH600012,皖通高速,7.77,+0.08,1.04%,6.29%,2709600,20934798.65,0.23%,8.062,7.079%,12887399700
SH603666,亿嘉和,35.85,+0.37,1.04%,12.77%,1454778,51987741.23,0.71%,27.032,0.446%,7454674095
SH600129,太极集团,32.04,+0.33,1.04%,6.59%,6076904,196853408.76,1.09%,,,17842779438
SZ301279,金道科技,22.42,+0.23,1.04%,1.82%,302223,6746649,1.3%,27.266,,2242000000
SZ000055,方大集团,4.86,+0.05,1.04%,2.75%,3905802,18851996,0.58%,20.132,1.029%,5219028743
SZ002886,沃特股份,17.57,+0.18,1.04%,5.97%,1421802,24917881,0.83%,116.589,0.341%,3980896905
SZ300836,佰奥智能,21.35,+0.22,1.04%,6.38%,351327,7461377,0.91%,,1.101%,1367092509
SZ300570,太辰光,15.48,+0.16,1.04%,7.05%,2065408,31734149,1.07%,22.428,1.938%,3560350464
SH603901,永创智能,15.58,+0.16,1.04%,-1.39%,621900,9716348,0.13%,21.345,1.033%,7605514275
SZ300364,中文在线,9.68,+0.1,1.04%,-2.42%,10040844,96913631,1.54%,,,7065815502
SH603272,联翔股份,17.52,+0.18,1.04%,1.51%,298131,5212142.95,1.15%,36.65,1.712%,1815545040
SH603610,麒盛科技,12.69,+0.13,1.04%,5.31%,2023068,25573192.22,0.97%,16.696,2.459%,4549228595
SZ000911,南宁糖业,7.8,+0.08,1.04%,-5.45%,2208881,17140874,0.68%,,,3122494580
SZ002590,万安科技,8.76,+0.09,1.04%,9.36%,2919500,25508405,0.64%,66.188,0.97%,4201707072
SZ002148,北纬科技,5.84,+0.06,1.04%,13.84%,17851000,104039911,3.95%,139.064,0.514%,3275652671
SZ002337,赛象科技,4.87,+0.05,1.04%,8.95%,4041300,19559268,0.69%,74.742,,2866558703
SZ000823,超声电子,9.75,+0.1,1.04%,4.95%,2169900,21085793,0.4%,13.881,1.026%,5235644339
SH603536,惠发食品,6.84,+0.07,1.03%,-14.29%,2645000,18038171.2,1.1%,,,1673875224
SZ300382,斯莱克,18.69,+0.19,1.03%,-1.01%,3605813,67614078,0.62%,52.712,0.246%,11710141469
SZ301148,嘉戎技术,21.55,+0.22,1.03%,-0.28%,207841,4457066,0.83%,20.745,2.413%,2510512074
SZ002449,国星光电,8.84,+0.09,1.03%,6.38%,5756422,50604380,0.94%,40.48,0.566%,5467338174
SH600135,乐凯胶片,7.83,+0.08,1.03%,3.57%,2912860,22640809.8,0.53%,125.055,0.383%,4332394585
SZ002021,ST中捷,1.97,+0.02,1.03%,0.51%,2552200,5014915,0.37%,,,1354995629
SZ000411,英特集团,11.76,+0.12,1.03%,1.64%,2426373,28457855,0.81%,18.909,1.403%,3639549903
SZ300783,三只松鼠,21.57,+0.22,1.03%,0.47%,7123759,154256732,1.78%,138.715,1.02%,8649570000
SH600822,上海物贸,7.84,+0.08,1.03%,-5.08%,757100,5918435,0.19%,161.136,,3888427646
SH603256,宏和科技,6.84,+0.07,1.03%,4.91%,812330,5528056.2,0.09%,92.737,1.433%,6049090800
SH600502,安徽建工,4.89,+0.05,1.03%,1.87%,10990998,53388141.26,0.64%,7.255,5.133%,8393850957
SZ002399,海普瑞,13.69,+0.14,1.03%,6.54%,2142585,29272500,0.17%,46.548,0.256%,20087285033
SH603277,银都股份,16.67,+0.17,1.03%,1.46%,340300,5660731,0.08%,15.36,4.799%,7012202160
SH601187,厦门银行,5.9,+0.06,1.03%,2.97%,7008327,41237910.86,0.59%,6.34,4.237%,15570854539
SH601606,长城军工,10.8,+0.11,1.03%,3.85%,4667200,50348255,0.64%,53.255,0.352%,7821666720
SZ301048,金鹰重工,8.84,+0.09,1.03%,3.76%,1199434,10602628,0.9%,18.732,1.346%,4714667256
SZ002198,嘉应制药,6.87,+0.07,1.03%,5.37%,10328100,70306078,2.04%,181.197,,3486592656
SZ000498,山东路桥,6.86,+0.07,1.03%,-0.15%,7667803,52345344,0.53%,4.567,1.822%,10705917019
SH603860,中公高科,23.65,+0.24,1.03%,1.81%,403000,9494495,0.6%,36.609,0.478%,1576982000
SH603258,电魂网络,22.62,+0.23,1.03%,3.43%,940100,21260593,0.38%,22.34,3.647%,5559631818
SZ301089,拓新药业,76.31,+0.77,1.02%,5.99%,992794,75444222,1.29%,87.961,0.131%,9615060000
SZ300930,屹通新材,26.62,+0.27,1.02%,10.36%,477100,12644911,1.62%,27.402,0.376%,2662000000
SZ300331,苏大维格,20.89,+0.21,1.02%,11.53%,3847800,79825568,1.91%,,,5424345155
SZ002676,顺威股份,3.97,+0.04,1.02%,-5.92%,6535400,25865306,0.91%,128.907,,2858400000
SZ300549,优德精密,12.85,+0.13,1.02%,4.98%,259000,3324451,0.26%,58.91,1.556%,1713419000
SZ300639,凯普生物,17.88,+0.18,1.02%,6.11%,2388201,42574983,0.55%,4.641,1.309%,7858546366
SH603567,珍宝岛,12.92,+0.13,1.02%,1.33%,4209900,53956573.96,0.45%,50.047,0.82%,12170169609
SH600787,中储股份,4.96,+0.05,1.02%,-0.2%,8318808,41168638.61,0.38%,15.592,3.246%,10852841475
SZ000635,英力特,8.9,+0.09,1.02%,2.77%,1559302,13810143,0.51%,,,2711033468
SZ001231,农心科技,22.8,+0.23,1.02%,0.71%,435937,9907490,1.74%,26.556,,2280000000
SH603585,苏利股份,18.82,+0.19,1.02%,6.15%,466400,8753768,0.26%,9.457,2.125%,3387636097
SH688177,百奥泰,29.58,+0.3,1.02%,35.81%,1120181,33180801.17,1.04%,,,12248486400
SH600229,城市传媒,6.92,+0.07,1.02%,-2.12%,1585000,10909667,0.24%,15.059,2.543%,4644759360
SH601718,际华集团,2.97,+0.03,1.02%,2.06%,18438228,54544656.88,0.42%,2131.64,,13043139330
SZ000997,新大陆,13.93,+0.14,1.02%,7.07%,4771585,66431286,0.46%,24.75,1.795%,14376636712
SZ300043,星辉娱乐,2.97,+0.03,1.02%,0%,6179100,18227820,0.66%,,,3695269251
SZ300578,会畅通讯,15.89,+0.16,1.02%,2.45%,1829900,29115413,0.95%,,,3183557369
SH600339,中油工程,3,+0.03,1.01%,0.67%,20312500,60537853,0.36%,31.795,0.833%,16749442413
SH601816,京沪高铁,5,+0.05,1.01%,1.63%,67123120,334849152.36,0.14%,395.379,0.98%,245532423055
SH603867,新化股份,34.91,+0.35,1.01%,8.08%,1841412,64182074.88,1%,19.236,1.1%,6445353007
SZ301238,瑞泰新材,23.93,+0.24,1.01%,6.4%,2480486,59206348,1.6%,19.761,,17548665869
SH600968,海油发展,3.01,+0.03,1.01%,4.51%,18917579,56564444.21,0.19%,17.168,1.827%,30596963639
SZ002115,三维通信,4.98,+0.05,1.01%,9.93%,11016440,54842922,1.59%,,,4038736833
SH603015,弘讯科技,7.02,+0.07,1.01%,9.01%,2636200,18460719,0.65%,54.33,1.425%,2837617380
SH600611,大众交通,3,+0.03,1.01%,-0.66%,3956521,11776605,0.25%,,0.933%,7092368592
SH605055,迎丰股份,5.98,+0.06,1.01%,-0.99%,816900,4865191,0.83%,267.673,,2631200000
SZ300210,森远股份,3.01,+0.03,1.01%,3.08%,2131300,6407955,0.51%,,,1457502059
SZ000505,京粮控股,7.98,+0.08,1.01%,-1.48%,3046648,24217629,0.49%,34.552,,5801063003
SZ300560,中富通,14.07,+0.14,1.01%,7.82%,1329300,18808892,0.78%,63.081,0.618%,3205348495
SZ002350,北京科锐,7.02,+0.07,1.01%,5.41%,4164569,29172096,0.79%,85.052,0.142%,3807430457
SH600843,上工申贝,5,+0.05,1.01%,0.81%,2350467,11712975.99,0.5%,56.228,1%,3565832400
SH688285,高铁电气,7.99,+0.08,1.01%,3.9%,654009,5202277.71,0.73%,26.05,1.176%,3006556405
SH688425,铁建重工,4.02,+0.04,1.01%,1.77%,4986733,19951962.68,0.35%,11.613,2.438%,21440657940
SH601727,上海电气,4.02,+0.04,1.01%,2.03%,12638730,50731482.57,0.1%,,,62630832550
SZ002783,凯龙股份,9.04,+0.09,1.01%,6.48%,2862100,25745319,0.86%,,,3534132259
SH600635,大众公用,2.99,+0.03,1.01%,1.01%,7539202,22394477.36,0.31%,,1.672%,8827779678
SZ002097,山河智能,6.01,+0.06,1.01%,2.04%,2611000,15655477,0.26%,,,6534146915
SZ000042,中洲控股,8.07,+0.08,1%,1.64%,1546400,12421755,0.23%,32.998,0.397%,5365187292
SZ002263,大东南,3.02,+0.03,1%,4.86%,4601200,13850983,0.24%,30.395,,5672647502
SZ300635,中达安,13.07,+0.13,1%,3.4%,343300,4476921,0.3%,75.125,0.191%,1781728540
SZ002478,常宝股份,6.05,+0.06,1%,7.46%,5545900,33504000,0.9%,14.189,1.339%,5410807862
SH600590,泰豪科技,6.05,+0.06,1%,4.13%,4204024,25350413.44,0.5%,,,5159861988
SZ002111,威海广泰,10.08,+0.1,1%,1.1%,4666472,47109830,0.98%,,2.976%,5387503010
SZ000652,泰达股份,4.03,+0.04,1%,0%,9892740,39680692,0.67%,24.292,0.248%,5946562624
SZ000708,中信特钢,18.1,+0.18,1%,5.48%,2274876,41046678,0.05%,12.288,4.42%,91353492160
SH900905,老凤祥B,3.118,+0.031,1%,6.6%,511700,1588037.784,0.25%,6.301,6.928%,1631081188
SZ002925,盈趣科技,19.13,+0.19,1%,15.8%,5773716,110633036,0.79%,20.183,5.227%,14969679701
SZ300292,吴通控股,3.03,+0.03,1%,3.41%,6453400,19492846,0.58%,218.291,,4065547871
SH600859,王府井,32.3,+0.32,1%,14.78%,18058004,583299100.41,1.65%,31.44,1.238%,36662097267
SH600834,申通地铁,8.11,+0.08,1%,-0.86%,961401,7772544.1,0.2%,54,0.567%,3871567250
SZ003039,顺控发展,17.18,+0.17,1%,1.6%,1029311,17629885,0.84%,41.747,0.739%,10608971781
SZ301236,软通动力,39.41,+0.39,1%,12.02%,1423650,56337334,1.74%,27.773,1.269%,25036941190
SH603533,掌阅科技,15.27,+0.15,0.99%,5.38%,1474100,22399491,0.34%,166.936,0.262%,6701954670
SZ000488,晨鸣纸业,5.12,+0.05,0.99%,2.81%,6500800,33174595,0.39%,123.273,,15256280064
SZ300040,九洲集团,6.12,+0.06,0.99%,5.15%,2863904,17429279,0.62%,18.356,0.817%,3596455344
SH601399,国机重装,3.07,+0.03,0.99%,1.66%,8151900,24936840.03,0.26%,53.649,,22145616582
SH600551,时代出版,10.19,+0.1,0.99%,0.1%,659200,6700442.59,0.14%,16.451,1.609%,4935273492
SH601958,金钼股份,11.21,+0.11,0.99%,-2.94%,19618360,218166811.74,0.61%,34.546,0.892%,36170235324
SZ300008,天海防务,4.07,+0.04,0.99%,3.56%,16194004,65907878,1.13%,79.888,,7033078571
SZ300058,蓝色光标,5.12,+0.05,0.99%,1.39%,17510988,89261310,0.76%,2003.798,0.84%,12754113710
SZ000837,秦川机床,10.24,+0.1,0.99%,6.56%,13175882,134400555,1.9%,40.06,,9209558118
SZ002730,电光科技,8.19,+0.08,0.99%,5.95%,1696600,13849867,0.49%,31.537,1.343%,2965434217
SZ300650,太龙股份,10.22,+0.1,0.99%,10.61%,1505070,15351548,1.01%,34.722,1.155%,2230986408
SH600717,天津港,4.1,+0.04,0.99%,0%,9387051,38372888.19,0.32%,11.275,2.463%,11865404256
SZ002626,金达威,22.35,+0.22,0.99%,7.87%,6926400,155271547,1.14%,28.865,2.711%,13632042132
SZ300412,迦南科技,6.1,+0.06,0.99%,0.99%,3912570,23812826,0.83%,56.264,0.574%,3036315486
SZ300562,乐心医疗,10.23,+0.1,0.99%,-9.95%,3307371,33747719,2.3%,,0.098%,2196393153
SZ002443,金洲管道,6.11,+0.06,0.99%,-3.02%,3764200,22965238,0.73%,12.496,6.547%,3180472027
SZ002795,永和智控,9.15,+0.09,0.99%,2.58%,2262640,20640401,0.94%,99.271,,2825995526
SZ002923,润都股份,17.26,+0.17,0.99%,-1.37%,1668521,28689596,0.91%,27.021,1.796%,4128755797
SH603329,上海雅仕,16.54,+0.16,0.98%,2.04%,998300,16466826,0.63%,15.484,1.814%,2625827465
SZ300067,安诺其,3.08,+0.03,0.98%,2.33%,3940029,12076722,0.51%,59.006,,3234850739
SH603421,鼎信通讯,9.28,+0.09,0.98%,10.87%,1872140,17301900.2,0.29%,22.008,0.787%,6052327942
SH600801,华新水泥,15.41,+0.15,0.98%,3.98%,6285800,96330814.98,0.46%,8.027,6.489%,32308603766
SH601238,广汽集团,11.34,+0.11,0.98%,2.81%,27050324,304964137.35,0.37%,11.759,2.019%,118924436256
SH600359,新农开发,8.22,+0.08,0.98%,-5.19%,5351961,43771750.73,1.4%,66.618,,3136035380
SZ000731,四川美丰,8.27,+0.08,0.98%,4.29%,3620415,29837037,0.62%,6.729,2.056%,4843935429
SH603002,宏昌电子,5.16,+0.05,0.98%,3.82%,1564300,8044083,0.25%,7.865,5.62%,4663996006
SH603191,望变电气,23.8,+0.23,0.98%,7.11%,2097103,49407954.14,2.52%,30.072,,7929384287
SZ002218,拓日新能,5.15,+0.05,0.98%,6.63%,11351800,58359984,0.82%,55.263,0.68%,7277055827
SZ300652,雷迪克,22.67,+0.22,0.98%,9.52%,595451,13473578,0.65%,18.957,1.213%,2326126375
SZ300527,中船应急,7.19,+0.07,0.98%,8.45%,13323853,95855936,1.38%,121.912,0.292%,6925665057
SH600108,亚盛集团,3.09,+0.03,0.98%,-1.59%,12673400,38940693,0.65%,90.723,0.129%,6015967724
SZ002950,奥美医疗,12.41,+0.12,0.98%,1.31%,1741850,21553334,0.51%,26.288,1.692%,7858823701
SZ002499,*ST科林,2.07,+0.02,0.98%,-32.35%,5835640,11914879,3.09%,,,391230000
SH600664,哈药股份,3.13,+0.03,0.97%,3.99%,21437237,66808282.54,0.85%,192.891,,7905995248
SH600713,南京医药,5.23,+0.05,0.97%,2.15%,5514720,28739095.2,0.53%,10.893,2.294%,6852947513
SZ002064,华峰化学,7.28,+0.07,0.97%,7.06%,7565673,54848095,0.15%,8.549,4.121%,36127319570
SH688625,呈和科技,54.32,+0.52,0.97%,11.04%,239043,12999425.27,0.3%,39.267,0.69%,7242670288
SH603517,绝味食品,56.18,+0.54,0.97%,-8.04%,3474197,194102691.92,0.57%,150.083,0.988%,35462990222
SZ002125,湘潭电化,14.6,+0.14,0.97%,8.31%,7469426,109093060,1.26%,18.954,0.342%,9190433010
SZ002004,华邦健康,5.22,+0.05,0.97%,2.35%,9423268,49018167,0.5%,11.928,4.215%,10335178177
SZ300048,合康新能,5.23,+0.05,0.97%,7.61%,4813780,25169419,0.43%,645.277,,5796416097
SZ300278,华昌达,4.15,+0.04,0.97%,3.75%,3404400,14097893,0.26%,18.269,,5899252008
SZ003013,地铁设计,15.67,+0.15,0.97%,1.42%,377900,5910175,0.63%,21.698,2.553%,6268156700
SZ002440,闰土股份,7.3,+0.07,0.97%,0.69%,2726485,19845637,0.28%,11.712,4.795%,8398650000
SH600308,华泰股份,5.22,+0.05,0.97%,2.96%,3951440,20480471,0.36%,11.833,4.368%,5655758798
SH601158,重庆水务,5.21,+0.05,0.97%,1.56%,3441805,17864905.95,0.07%,14.143,4.933%,25008000000
SZ002896,中大力德,23.83,+0.23,0.97%,5.4%,2045355,48656999,1.35%,65.647,0.864%,3602411722
SH600498,烽火通信,13.56,+0.13,0.97%,3.2%,2665597,36061369.62,0.24%,52.641,0.59%,16089815108
SH601869,长飞光纤,34.3,+0.33,0.97%,5.12%,1271369,43319168.85,0.31%,25.492,0.819%,25996145204
SZ301079,邵阳液压,19.76,+0.19,0.97%,7.92%,477363,9413799,1.06%,37.941,0.506%,1657732280
SZ002326,永太科技,22.81,+0.22,0.97%,4.49%,9309875,211206156,1.38%,43.79,0.438%,19994477189
SZ300459,汤姆猫,3.12,+0.03,0.97%,-0.95%,20015514,62252832,0.67%,21.584,,10969330130
SZ301200,大族数控,40.62,+0.39,0.97%,3.62%,399124,16169719,0.95%,26.34,0.985%,17060400000
SH600841,动力新科,6.24,+0.06,0.97%,2.8%,1305099,8110763.79,0.26%,,2.051%,10180782968
SH603779,威龙股份,6.23,+0.06,0.97%,-5.61%,2052305,12736073.55,0.62%,,,2073027229
SH603682,锦和商管,5.24,+0.05,0.96%,-3.14%,1772096,9261085.08,0.99%,21.672,4.198%,2475900000
SH600516,方大炭素,6.32,+0.06,0.96%,3.27%,11747112,73932803.09,0.31%,35.483,,24053732726
SZ300190,维尔利,4.2,+0.04,0.96%,1.2%,1731920,7243124,0.22%,57.331,2.381%,3282671729
SZ000931,中关村,6.29,+0.06,0.96%,2.28%,2390540,14998839,0.32%,,,4737168717
SZ002364,中恒电气,7.33,+0.07,0.96%,5.47%,2309000,16857064,0.44%,143.804,1.364%,4130931157
SZ000962,东方钽业,9.46,+0.09,0.96%,6.41%,1622850,15309398,0.37%,32.12,,4170276812
SZ000718,苏宁环球,3.15,+0.03,0.96%,-4.55%,7211983,22529751,0.31%,24.58,2.222%,9559104610
SH600987,航民股份,7.39,+0.07,0.96%,1.93%,6616350,48917961.5,0.68%,11.248,4.06%,7765551368
SH601228,广州港,3.16,+0.03,0.96%,0.32%,7282700,22885091,0.12%,19.689,1.487%,23840719069
SH600178,东安动力,6.29,+0.06,0.96%,4.14%,1670070,10501503.48,0.36%,60.55,0.906%,2992680731
SH600094,大名城,3.15,+0.03,0.96%,0.64%,6344200,19846966,0.28%,,,7797273930
SH601279,英利汽车,5.25,+0.05,0.96%,4.58%,1368400,7158133,0.7%,118.627,0.19%,7844829074
SH601678,滨化股份,5.27,+0.05,0.96%,2.53%,7326617,38491373.59,0.36%,8.819,2.846%,10845851175
SZ002459,晶澳科技,65.5,+0.62,0.96%,9%,19142179,1251795756,0.82%,38.418,0.163%,154279031103
SZ001696,宗申动力,6.28,+0.06,0.96%,5.72%,4065900,25465398,0.46%,14.365,3.981%,7190769058
SZ001230,劲旅环境,26.22,+0.25,0.96%,1.67%,164015,4289146,0.59%,20.482,,2920733585
SZ002513,蓝丰生化,5.28,+0.05,0.96%,2.13%,1685400,8878446,0.54%,,,1974383548
SH600277,亿利洁能,4.22,+0.04,0.96%,0.96%,10709475,44981179.9,0.3%,15.605,,15025825659
SZ301073,君亭酒店,65,+0.62,0.96%,-7.28%,577550,37418992,1.37%,289.272,0.478%,8426212015
SZ300968,格林精密,8.4,+0.08,0.96%,4.74%,1317700,11027896,0.76%,29.074,2.381%,3472392000
SH600558,大西洋,3.18,+0.03,0.95%,0.95%,2556225,8110677.5,0.28%,55.962,0.943%,2854383363
SZ000883,湖北能源,4.23,+0.04,0.95%,0.71%,6264711,26410975,0.1%,19.024,3.546%,27786755731
SZ002550,千红制药,6.38,+0.06,0.95%,1.92%,11381600,72166937,1.24%,31.458,1.881%,8165124000
SH603321,梅轮电梯,7.46,+0.07,0.95%,8.75%,1009500,7511821,0.33%,41.073,1.34%,2290220000
SH600883,博闻科技,7.41,+0.07,0.95%,2.49%,892800,6593721.73,0.38%,22.011,0.945%,1749412080
SH603608,天创时尚,4.25,+0.04,0.95%,-2.97%,2314200,9806971,0.55%,,,1783720147
SZ002078,太阳纸业,11.71,+0.11,0.95%,1.65%,12910806,150426345,0.47%,13.323,1.64%,32727800283
SZ000985,大庆华科,16.93,+0.16,0.95%,-2.81%,770400,12958223,0.59%,99.667,0.272%,2194796735
SZ002648,卫星化学,15.99,+0.15,0.95%,3.16%,9588697,153619233,0.29%,11.3,2.902%,53869832251
SZ002209,达意隆,8.54,+0.08,0.95%,6.62%,1775301,15112229,1.15%,,,1667384187
SZ002177,*ST御银,3.2,+0.03,0.95%,2.89%,4443062,14148827,0.58%,38.181,0.313%,2435812141
SH600081,东风科技,10.66,+0.1,0.95%,3.39%,1173700,12471417,0.37%,25.76,1.445%,5014665527
SZ002527,新时达,6.38,+0.06,0.95%,4.59%,5856148,37152215,1.12%,,1.097%,4229492067
SH688500,慧辰股份,22.3,+0.21,0.95%,-5.91%,1472515,32971109.17,3.46%,,,1656321573
SH600812,华北制药,6.37,+0.06,0.95%,-0.47%,8185600,52076448,0.5%,281.063,0.942%,10929202457
SZ002395,双象股份,9.53,+0.09,0.95%,-2.06%,1758000,16780654,0.66%,139.667,,2556031770
SZ300355,蒙草生态,3.19,+0.03,0.95%,4.25%,8055900,25545727,0.61%,23.359,0.846%,5117532238
SZ002282,博深股份,7.46,+0.07,0.95%,2.33%,765900,5699154,0.19%,24.75,2.011%,4057824955
SH688119,中钢洛耐,6.47,+0.06,0.94%,2.7%,1384236,8926138.92,0.88%,34.912,,7278750000
SH601618,中国中冶,3.23,+0.03,0.94%,1.57%,48356094,155776280.29,0.27%,7.472,2.415%,66937289919
SH900908,氯碱B股,0.643,+0.006,0.94%,4.72%,331001,212225.541,0.08%,2.818,9.331%,743565185
SZ001322,箭牌家居,19.36,+0.18,0.94%,27.37%,4318663,82870402,4.47%,27.682,,18694263808
SZ300425,中建环能,4.3,+0.04,0.94%,0.47%,5215124,22255753,0.78%,22.028,1.279%,2905547780
SZ200055,方大B,2.14,+0.02,0.94%,-0.47%,55900,118650,0.01%,7.6,2.85%,2298090846
SZ301072,中捷精工,21.4,+0.2,0.94%,4.39%,341100,7270240,1.02%,107.922,0.21%,2248172720
SZ301255,通力科技,36.53,+0.34,0.94%,6.66%,705637,25625984,4.15%,24.356,,2484040000
SZ002583,海能达,5.36,+0.05,0.94%,4.89%,6463955,34690644,0.53%,,,9734187144
SZ300876,蒙泰高新,29.05,+0.27,0.94%,-5.47%,279500,8133311,0.99%,52.99,1.033%,2788800000
SH688295,中复神鹰,45.22,+0.42,0.94%,4.75%,811937,36775567.89,1.12%,80.972,,40698000000
SH688550,瑞联新材,49.56,+0.46,0.94%,6.33%,340228,16844818.9,0.47%,17.38,2.448%,4876639374
SH600578,京能电力,3.23,+0.03,0.94%,-0.62%,7191326,23067486.46,0.11%,,,21620792639
SZ301046,能辉科技,43.81,+0.41,0.94%,26.44%,3212036,140689967,5.45%,184.425,0.913%,6562299900
SZ000880,潍柴重机,9.7,+0.09,0.94%,3.97%,1304040,12558968,0.8%,23.406,0.258%,3213809820
